amazon_sku,channel_id, linnworks_code,price_uk, sale_price_uk,,,,,,,,
RAJPRPL-90X10FBA,1,RAJPRPL-90X10,29.99,21.99,,,,,,,,
RAJPRPL-90X10_FBA,1,RAJPRPL-90X10,29.99,21.99,,,,,,,,
RTHR140BEIFBA,1,RTHR140BEI,54.99,34.9,,,,,,,,
RTHR140BLKFBA,1,RTHR140BLK,54.99,34.9,,,,,,,,
RTHR140BLUFBA,1,RTHR140BLU,54.99,34.9,,,,,,,,
RTHR140GRY-FBA,1,RTHR140GRY,54.99,34.9,,,,,,,,
RTHR140NATFBA,1,RTHR140NAT,54.99,34.9,,,,,,,,
RTHR140PRPLFBA,1,RTHR140PRPL,54.99,34.9,,,,,,,,
RTHR140TEALFBA,1,RTHR140TEAL,54.99,34.9,,,,,,,,
RTHR140YELFBA,1,RTHR140YEL,54.99,34.9,,,,,,,,
THRRIBTEA9010FBA,1,THRRIBTEA9010,29.99,21.99,,,,,,,,
THRSTRGRN60V_FBA,1,THRSTRGRN60,19.99,14.99,,,,,,,,
COTRUGRNDBLK150,1,COTRUGRNDBLK150,89.99,59.99,,,,,,,,
COTRUGRNDBLK150V,1,COTRUGRNDBLK150,89.99,59.99,,,,,,,,
COTRUGRNDBLU150,1,COTRUGRNDBLU150,89.99,59.99,,,,,,,,
COTRUGRNDBLU70,1,COTRUGRNDBLU70,24.99,14.99,,,,,,,,
COTRUGRNDCRE150,1,COTRUGRNDCRE150,89.99,59.99,,,,,,,,
COTRUGRNDCRE70,1,COTRUGRNDCRE70,24.99,14.99,,,,,,,,
COTRUGRNDGRN150,1,COTRUGRNDGRN150,89.99,59.99,,,,,,,,
COTRUGRNDGRN150V,1,COTRUGRNDGRN150,89.99,59.99,,,,,,,,
COTRUGRNDGRN70,1,COTRUGRNDGRN70,24.99,14.99,,,,,,,,
COTRUGRNDGRY150,1,COTRUGRNDGRY150,89.99,59.99,,,,,,,,
COTRUGRNDGRY150V,1,COTRUGRNDGRY150,89.99,59.99,,,,,,,,
COTRUGRNDRED150,1,COTRUGRNDRED150,89.99,59.99,,,,,,,,
COTRUGRNDRED150V,1,COTRUGRNDRED150,89.99,59.99,,,,,,,,
COTRUGRNDRED70,1,COTRUGRNDRED,24.99,14.99,,,,,,,,
COTSTRPSELAQA120180,1,COTSTRPSELAQA120180,39.99,27.99,,,,,,,,
COTSTRPSELAQA150240,1,COTSTRPSELAQA150240,59.99,39.99,,,,,,,,
COTSTRPSELAQA60100,1,COTSTRPSELAQA60100,19.99,9.99,,,,,,,,
COTSTRPSELBLU120180,1,COTSTRPSELBLU120180,39.99,27.99,,,,,,,,
COTSTRPSELBLU66200,1,COTSTRPSELBLU66200,29.99,19.99,,,,,,,,
COTSTRPSELBLU90150,1,COTSTRPSELBLU90150,29.99,19.99,,,,,,,,
GlitGr3x5,1,GLITGR3X5,34.99,19.99,,,,,,,,
GlitGr66x200,1,GLITGR66X200,34.99,19.99,,,,,,,,
Glittq3x5,1,GLITTQ3X5,34.99,19.99,,,,,,,,
Glittq66x200,1,GLITTQ66X200,34.99,19.99,,,,,,,,
H-COTRUGRNDBLU150V,1,COTRUGRNDBLU150,89.99,59.99,,,,,,,,
H-COTRUGRNDCRE150V,1,COTRUGRNDCRE150,89.99,59.99,,,,,,,,
H-COTSTRPSELAQA66200,1,COTSTRPSELAQA66200,29.99,19.99,,,,,,,,
H-COTSTRPSELBLU150240,1,COTSTRPSELBLU150240,59.99,39.99,,,,,,,,
H-HANDCHENMULTI60100,1,HANDCHENMULTI60100,24.99,14.99,,,,,,,,
H-HANDRUGBLU4060,1,HANDRUGBLU4060,12.99,7.99,,,,,,,,
H-RUCHENILLELILM110,1,RUCHENILLELILM110,49.99,34.99,,,,,,,,
H-RUCHENILLEREDM66,1,RUCHENILLEREDM66,39.99,24.99,,,,,,,,
H-RUGINGLIBEI110,1,RUGINGLIBEI110,49.99,24.99,,,,,,,,
H-RUGINGORA110,1,RUGINGORA110,49.99,24.99,,,,,,,,
H-RUGINGORA70,1,RUGINGORA70,19.99,12.99,,,,,,,,
H-RUGINGPIN110,1,RUGINGPIN110,49.99,24.99,,,,,,,,
H-RUSOLCHENBLK110,1,RUSOLCHENBLK110,49.99,34.99,,,,,,,,
H-RUSOLCHENBLU60,1,RUSOLCHENBLU60,19.99,11.99,,,,,,,,
H-RUSOLCHENBLU90,1,RUSOLCHENBLU90,39.99,24.99,,,,,,,,
H-RUSOLCHENCER90,1,RUSOLCHENCER90,39.99,24.99,,,,,,,,
H-RUSOLCHENCHOC90,1,RUSOLCHENCHOC90,39.99,24.99,,,,,,,,
H-RUSOLCHENSAG60,1,RUSOLCHENSAG60,19.99,11.99,,,,,,,,
H-RUSOLCHENSAG90,1,RUSOLCHENSAG90,39.99,24.99,,,,,,,,
HANDCHENMULTI60100V,1,HANDCHENMULTI60100,24.99,14.99,,,,,,,,
HANDRUGBLK4060,1,HANDRUGBLK4060,12.99,7.99,,,,,,,,
HANDRUGGRN4060,1,HANDRUGGRN4060,12.99,7.99,,,,,,,,
HANDRUGORG4060,1,HANDRUGORG4060,12.99,7.99,,,,,,,,
HEMPRUGBR5X8,1,HEMPRUGBR5X8,99.99,54.99,,,,,,,,
HempRugBr3x5,1,HEMPRUGBR3X5,34.99,19.99,,,,,,,,
HempRugBr4x6,1,HEMPRUGBR4X6,59.99,34.99,,,,,,,,
HempRugNt4x6,1,HEMPRUGNT4X6,59.99,34.99,,,,,,,,
HempRugNt5x8,1,HEMPRUGNT5X8,99.99,54.99,,,,,,,,
JUTERUGBLK120180,1,JUTERUGBLK120180,49.99,34.99,,,,,,,,
JUTERUGBLK150240,1,JUTERUGBLK150240,79.99,54.99,,,,,,,,
JUTERUGBLK60100,1,JUTERUGBLK60100,21.99,14.99,,,,,,,,
JUTERUGBLK90150,1,JUTERUGBLK90150,34.99,19.99,,,,,,,,
JUTERUGMULTI120180,1,JUTERUGMULTI120180,49.99,34.99,,,,,,,,
JUTERUGMULTI150240,1,JUTERUGMULTI150240,79.99,54.99,,,,,,,,
JUTERUGMULTI60100,1,JUTERUGMULTI60100,21.99,14.99,,,,,,,,
JUTERUGMULTI66200,1,JUTERUGMULTI66200,34.99,19.99,,,,,,,,
JUTERUGREDBLU120180,1,JUTERUGREDBLU120180,49.99,34.99,,,,,,,,
JUTERUGREDBLU150240,1,JUTERUGREDBLU150240,79.99,54.99,,,,,,,,
JUTERUGREDBLU66200,1,JUTERUGREDBLU66200,34.99,19.99,,,,,,,,
RUCHENILLELILM60,1,RUCHENILLELILM60,19.99,11.99,,,,,,,,
RUCHENILLELILM90,1,RUCHENILLELILM90,39.99,24.99,,,,,,,,
RUCHENILLEREDM110,1,RUCHENILLEREDM110,49.99,34.99,,,,,,,,
RUCHENILLEREDM45,1,RUCHENILLEREDM45,12.99,5.99,,,,,,,,
RUCHENILLEREDM60,1,RUCHENILLEREDM60,19.99,11.99,,,,,,,,
RUCHENILLEREDM90,1,RUCHENILLEREDM90,39.99,24.99,,,,,,,,
RUCHINDIMUL120,1,RUCHINDIMUL120,17.99,8.99,,,,,,,,
RUCHINDIMUL120V1,1,RUCHINDIMUL120,17.99,8.99,,,,,,,,
RUCHINDIMUL150,1,RUCHINDIMUL150,24.99,14.99,,,,,,,,
RUCHINDIMUL150V1,1,RUCHINDIMUL150,24.99,14.99,,,,,,,,
RUCHINDIMUL180,1,RUCHINDIMUL180,29.99,17.99,,,,,,,,
RUCHINDIMUL180V1,1,RUCHINDIMUL180,29.99,17.99,,,,,,,,
RUCHINDIMUL200,1,RUCHINDIMUL200,24.99,14.99,,,,,,,,
RUCHINDIMUL200V1,1,RUCHINDIMUL200,24.99,14.99,,,,,,,,
RUCHINDIMUL240,1,RUCHINDIMUL240,49.99,32.99,,,,,,,,
RUCHINDIMUL90,1,RUCHINDIMUL90,12.99,5.99,,,,,,,,
RUCHINDIMUL90V1,1,RUCHINDIMUL90,12.99,5.99,,,,,,,,
RUCHINDIMUL90_PRIME,1,RUCHINDIMUL90,12.99,5.99,,,,,,,,
RUDAL120BLK,1,RUDAL120BLK,79.99,44.99,,,,,,,,
RUDAL120BRN,1,RUDAL120BRN,79.99,44.99,,,,,,,,
RUDAL120RED,1,RUDAL120RED,79.99,44.99,,,,,,,,
RUDAL150BLK,1,RUDAL150BLK,129.99,79.99,,,,,,,,
RUDAL150BRN,1,RUDAL150BRN,129.99,79.99,,,,,,,,
RUDAL150RED,1,RUDAL150RED,129.99,79.99,,,,,,,,
RUDAL90BLK,1,RUDAL90BLK,49.99,29.99,,,,,,,,
RUDAL90RED,1,RUDAL90RED,49.99,29.99,,,,,,,,
RUGDALBLAROU,1,RUGDALBLAROU,89.99,49.99,,,,,,,,
RUGDALBROROU,1,RUGDALBROROU,89.99,49.99,,,,,,,,
RUGDALCHOROU,1,RUGDALCHOROU,89.99,49.99,,,,,,,,
RUGDALREDROU,1,RUGDALREDROU,89.99,49.99,,,,,,,,
RUGDENBLK120,1,RUGDENBLK120,59.99,29.99,,,,,,,,
RUGDENBLK90,1,RUGDENBLK90,39.99,19.99,,,,,,,,
RUGDENBRO120.2,1,RUGDENBRO120,59.99,29.99,,,,,,,,
RUGDENBRO150.2,1,RUGDENBRO150,99.99,49.99,,,,,,,,
RUGDENBRO90.1,1,RUGDENBRO90,39.99,19.99,,,,,,,,
RUGINGLIBEI60,1,RUGINGLIBEI60,14.99,8.99,,,,,,,,
RUGINGLIBEI66,1,RUGINGLIBEI66,39.99,19.99,,,,,,,,
RUGINGLIBEI70,1,RUGINGLIBEI70,19.99,12.99,,,,,,,,
RUGINGLIBLU110,1,RUGINGLIBLU110,49.99,24.99,,,,,,,,
RUGINGLIBLU60,1,RUGINGLIBLU60,14.99,8.99,,,,,,,,
RUGINGLIBLU66,1,RUGINGLIBLU66,39.99,19.99,,,,,,,,
RUGINGLIBLU70,1,RUGINGLIBLU70,19.99,12.99,,,,,,,,
RUGINGLIM110,1,RUGINGLIM110,49.99,24.99,,,,,,,,
RUGINGLIM60,1,RUGINGLIM60,14.99,8.99,,,,,,,,
RUGINGLIM66,1,RUGINGLIM66,39.99,19.99,,,,,,,,
RUGINGLIM70,1,RUGINGLIM70,19.99,12.99,,,,,,,,
RUGINGORA60,1,RUGINGORA60,14.99,8.99,,,,,,,,
RUGINGORA66,1,RUGINGORA66,39.99,19.99,,,,,,,,
RUGINGPIN66,1,RUGINGPIN66,39.99,19.99,,,,,,,,
RUGINGPIN70,1,RUGINGPIN70,19.99,12.99,,,,,,,,
RUGINGYEL110,1,RUGINGYEL110,49.99,24.99,,,,,,,,
RUGINGYEL60,1,RUGINGYEL60,14.99,8.99,,,,,,,,
RUGINGYEL66,1,RUGINGYEL66,39.99,19.99,,,,,,,,
RUGINGYEL70,1,RUGINGYEL70,19.99,12.99,,,,,,,,
RUGMADNAT66201,1,RUGMADNAT66201,34.99,19.99,,,,,,,,
RUGWOOLRNDBLUE,1,COTRUGRNDBLU70,24.99,14.99,,,,,,,,
RUKILIMMULTI66,1,RUKILIMMULTI66,39.99,24.85,,,,,,,,
RUSOLCHENBLK45,1,RUSOLCHENBLK45,12.99,5.99,,,,,,,,
RUSOLCHENBLK60,1,RUSOLCHENBLK60,19.99,11.99,,,,,,,,
RUSOLCHENBLK90,1,RUSOLCHENBLK90,39.99,24.99,,,,,,,,
RUSOLCHENBLU110,1,RUSOLCHENBLU110,49.99,34.99,,,,,,,,
RUSOLCHENBLU45,1,RUSOLCHENBLU45,12.99,5.99,,,,,,,,
RUSOLCHENBLU66,1,RUSOLCHENBLU66,39.99,24.99,,,,,,,,
RUSOLCHENCER110,1,RUSOLCHENCER110,49.99,34.99,,,,,,,,
RUSOLCHENCER45,1,RUSOLCHENCER45,12.99,5.99,,,,,,,,
RUSOLCHENCER66,1,RUSOLCHENCER66,39.99,24.99,,,,,,,,
RUSOLCHENCHOC110,1,RUSOLCHENCHOC110,49.99,34.99,,,,,,,,
RUSOLCHENCHOC45,1,RUSOLCHENCHOC45,12.99,5.99,,,,,,,,
RUSOLCHENCHOC60,1,RUSOLCHENCHOC60,19.99,11.99,,,,,,,,
RUSOLCHENCHOC66,1,RUSOLCHENCHOC66,39.99,24.99,,,,,,,,
RUSOLCHENNAT110,1,RUSOLCHENNAT110,49.99,34.99,,,,,,,,
RUSOLCHENNAT45,1,RUSOLCHENNAT45,12.99,5.99,,,,,,,,
RUSOLCHENORA110,1,RUSOLCHENORA110,49.99,34.99,,,,,,,,
RUSOLCHENORA45,1,RUSOLCHENORA45,12.99,5.99,,,,,,,,
RUSOLCHENORA60,1,RUSOLCHENORA60,19.99,11.99,,,,,,,,
RUSOLCHENORA66,1,RUSOLCHENORA66,39.99,24.99,,,,,,,,
RUSOLCHENORA90,1,RUSOLCHENORA90,39.99,24.99,,,,,,,,
RUSOLCHENPUR110,1,RUSOLCHENPUR110,49.99,34.99,,,,,,,,
RUSOLCHENPUR45,1,RUSOLCHENPUR45,12.99,5.99,,,,,,,,
RUSOLCHENPUR66,1,RUSOLCHENPUR66,39.99,24.99,,,,,,,,
RUSOLCHENPUR90,1,RUSOLCHENPUR90,39.99,24.99,,,,,,,,
RUSOLCHENSAG110,1,RUSOLCHENSAG110,49.99,34.99,,,,,,,,
RUSOLCHENSAG45,1,RUSOLCHENSAG45,12.99,5.99,,,,,,,,
RUSOLCHENSAG66,1,RUSOLCHENSAG66,39.99,24.99,,,,,,,,
COTRUGRNDBLK70,1,COTRUGRNDBLK70,24.99,14.99,,,,,,,,
COTRUGRNDGRY70,1,COTRUGRNDGRY70,24.99,14.99,,,,,,,,
COTSTRPSELAQA90150,1,COTSTRPSELAQA90150,29.99,19.99,,,,,,,,
COTSTRPSELBLU60100,1,COTSTRPSELBLU60100,19.99,9.99,,,,,,,,
H-COTRUGRNDBLK70V,1,COTRUGRNDBLK70,24.99,14.99,,,,,,,,
H-COTRUGRNDGRY70V,1,COTRUGRNDGRY70,24.99,14.99,,,,,,,,
H-HANDCHENMULTI66200,1,HANDCHENMULTI66200,39.99,24.99,,,,,,,,
H-HANDCHENMULTI90150,1,HANDCHENMULTI90150,39.99,24.99,,,,,,,,
H-JUTERUGREDBLU60100,1,JUTERUGREDBLU60100,21.99,14.99,,,,,,,,
H-JUTERUGREDBLU90150,1,JUTERUGREDBLU90150,34.99,19.99,,,,,,,,
HANDCHENMULTI66200V,1,HANDCHENMULTI66200,39.99,24.99,,,,,,,,
HANDCHENMULTI90150V,1,HANDCHENMULTI90150,39.99,24.99,,,,,,,,
HempRugNt3x5,1,HEMPRUGNT3X5,34.99,19.99,,,,,,,,
JUTERUGBLK66200,1,JUTERUGBLK66200,34.99,19.99,,,,,,,,
JUTERUGMULTI90150,1,JUTERUGMULTI90150,34.99,19.99,,,,,,,,
RUCHENILLELIL45,1,RUCHENILLELIL45,12.99,5.99,,,,,,,,
RUCHENILLELILM45,1,RUCHENILLELILM45,12.99,5.99,,,,,,,,
RUCHENILLELILM66,1,RUCHENILLELILM66,39.99,24.99,,,,,,,,
RUCOTMTBLUBLK40,1,RUCOTMTBLUBLK40,5.99,2.99,,,,,,,,
RUDAL90BRN,1,RUDAL90BRN,49.99,29.99,,,,,,,,
RUGDENBLA66200,1,RUGDENBLA66200,39.99,19.99,,,,,,,,
RUGDENBRO66200,1,RUGDENBRO66200,39.99,19.99,,,,,,,,
RUGINGPIN60,1,RUGINGPIN60,14.99,7.99,,,,,,,,
RUGMADBRO66200,1,RUGMADBRO66200,34.99,19.99,,,,,,,,
RUKILIMMULTI60,1,RUKILIMMULTI60,14.99,9.99,,,,,,,,
RUKILIMMULTI70,1,RUKILIMMULTI70,19.99,12.99,,,,,,,,
RUSOLCHENBLK66,1,RUSOLCHENBLK66,39.99,24.99,,,,,,,,
RUSOLCHENNAT60,1,RUSOLCHENNAT60,19.99,11.99,,,,,,,,
RUSOLCHENNAT66,1,RUSOLCHENNAT66,39.99,24.99,,,,,,,,
RUSOLCHENNAT90,1,RUSOLCHENNAT90,39.99,24.99,,,,,,,,
RUSOLCHENPUR60,1,RUSOLCHENPUR60,19.99,11.99,,,,,,,,
COTRUGRNDBLK150V_FBA,1,COTRUGRNDBLK150,89.99,64.9,,,,,,,,
COTRUGRNDCRE70_FBA,1,COTRUGRNDCRE70,24.99,19.99,,,,,,,,
COTRUGRNDGRN150V_FBA,1,COTRUGRNDGRN150,89.99,64.9,,,,,,,,
COTRUGRNDGRN70_FBA,1,COTRUGRNDGRN70,24.99,19.99,,,,,,,,
COTRUGRNDGRY150V_FBA,1,COTRUGRNDGRY150,89.99,64.9,,,,,,,,
COTRUGRNDRED150V_FBA,1,COTRUGRNDRED150,89.99,64.9,,,,,,,,
COTRUGRNDRED70_FBA,1,COTRUGRNDRED,24.99,19.99,,,,,,,,
COTSTRPSELAQA120180_FBA,1,COTSTRPSELAQA120180,39.99,29.99,,,,,,,,
COTSTRPSELAQA150240_FBA,1,COTSTRPSELAQA150240,59.99,44.9,,,,,,,,
COTSTRPSELAQA60100_FBA,1,COTSTRPSELAQA60100,19.99,14.9,,,,,,,,
COTSTRPSELBLU120180_FBA,1,COTSTRPSELBLU120180,39.99,29.99,,,,,,,,
COTSTRPSELBLU66200_FBA,1,COTSTRPSELBLU66200,29.99,24.9,,,,,,,,
COTSTRPSELBLU90150_FBA,1,COTSTRPSELBLU90150,29.99,24.9,,,,,,,,
GlitGr3x5_FBA,1,GLITGR3X5,34.99,24.9,,,,,,,,
GlitGr66x200_FBA,1,GLITGR66X200,34.99,24.9,,,,,,,,
Glittq3x5_FBA,1,GLITTQ3X5,34.99,24.9,,,,,,,,
Glittq66x200_FBA,1,GLITTQ66X200,34.99,24.9,,,,,,,,
H-COTRUGRNDBLU150V_FBA,1,COTRUGRNDBLU150,89.99,64.9,,,,,,,,
H-COTRUGRNDCRE150V_FBA,1,COTRUGRNDCRE150,89.99,64.9,,,,,,,,
H-COTSTRPSELAQA66200_FBA,1,COTSTRPSELAQA66200,29.99,24.9,,,,,,,,
H-COTSTRPSELBLU150240_FBA,1,COTSTRPSELBLU150240,59.99,44.9,,,,,,,,
H-HANDRUGBLU4060_FBA,1,HANDRUGBLU4060,12.99,9.99,,,,,,,,
H-RUCHENILLELILM110_FBA,1,RUCHENILLELILM110,49.99,39.9,,,,,,,,
H-RUCHENILLEREDM66_FBA,1,RUCHENILLEREDM66,39.99,29.9,,,,,,,,
H-RUGINGLIBEI110_FBA,1,RUGINGLIBEI110,49.99,29.95,,,,,,,,
H-RUGINGORA110_FBA,1,RUGINGORA110,49.99,29.99,,,,,,,,
H-RUGINGORA70_FBA,1,RUGINGORA70,19.99,16.99,,,,,,,,
H-RUGINGPIN110_FBA,1,RUGINGPIN110,49.99,29.99,,,,,,,,
H-RUSOLCHENBLK110_FBA,1,RUSOLCHENBLK110,49.99,39.9,,,,,,,,
H-RUSOLCHENBLU60_FBA,1,RUSOLCHENBLU60,19.99,14.99,,,,,,,,
H-RUSOLCHENBLU90_FBA,1,RUSOLCHENBLU90,39.99,29.9,,,,,,,,
H-RUSOLCHENCER90_FBA,1,RUSOLCHENCER90,39.99,29.9,,,,,,,,
H-RUSOLCHENCHOC90_FBA,1,RUSOLCHENCHOC90,39.99,29.9,,,,,,,,
H-RUSOLCHENSAG60_FBA,1,RUSOLCHENSAG60,19.99,14.99,,,,,,,,
H-RUSOLCHENSAG90_FBA,1,RUSOLCHENSAG90,39.99,29.9,,,,,,,,
HANDCHENMULTI60100V_FBA,1,HANDCHENMULTI60100,24.99,19.9,,,,,,,,
HANDRUGBLK4060_FBA,1,HANDRUGBLK4060,12.99,9.99,,,,,,,,
HANDRUGGRN4060_FBA,1,HANDRUGGRN4060,12.99,9.99,,,,,,,,
HANDRUGORG4060_FBA,1,HANDRUGORG4060,12.99,9.99,,,,,,,,
HEMPRUGBR5X8_FBA,1,HEMPRUGBR5X8,99.99,59.9,,,,,,,,
HempRugBr3x5_FBA,1,HEMPRUGBR3X5,34.99,24.9,,,,,,,,
HempRugBr4x6_FBA,1,HEMPRUGBR4X6,59.99,39.99,,,,,,,,
HempRugNt4x6_FBA,1,HEMPRUGNT4X6,59.99,39.99,,,,,,,,
HempRugNt5x8_FBA,1,HEMPRUGNT5X8,99.99,59.9,,,,,,,,
JUTERUGBLK120180_FBA,1,JUTERUGBLK120180,49.99,39.99,,,,,,,,
JUTERUGBLK150240_FBA,1,JUTERUGBLK150240,79.99,59.9,,,,,,,,
JUTERUGBLK60100_FBA,1,JUTERUGBLK60100,21.99,17.99,,,,,,,,
JUTERUGBLK90150_FBA,1,JUTERUGBLK90150,34.99,24.9,,,,,,,,
JUTERUGMULTI120180_FBA,1,JUTERUGMULTI120180,49.99,39.99,,,,,,,,
JUTERUGMULTI150240_FBA,1,JUTERUGMULTI150240,79.99,59.9,,,,,,,,
JUTERUGMULTI60100_FBA,1,JUTERUGMULTI60100,21.99,17.99,,,,,,,,
JUTERUGMULTI66200_FBA,1,JUTERUGMULTI66200,34.99,24.9,,,,,,,,
JUTERUGREDBLU120180_FBA,1,JUTERUGREDBLU120180,49.99,39.99,,,,,,,,
JUTERUGREDBLU150240_FBA,1,JUTERUGREDBLU150240,79.99,59.9,,,,,,,,
JUTERUGREDBLU66200_FBA,1,JUTERUGREDBLU66200,34.99,24.9,,,,,,,,
RUCHENILLELILM60_FBA,1,RUCHENILLELILM60,19.99,14.99,,,,,,,,
RUCHENILLELILM90_FBA,1,RUCHENILLELILM90,39.99,29.9,,,,,,,,
RUCHENILLEREDM110_FBA,1,RUCHENILLEREDM110,49.99,39.9,,,,,,,,
RUCHENILLEREDM45_FBA,1,RUCHENILLEREDM45,12.99,9.99,,,,,,,,
RUCHENILLEREDM60_FBA,1,RUCHENILLEREDM60,19.99,14.99,,,,,,,,
RUCHENILLEREDM90_FBA,1,RUCHENILLEREDM90,39.99,29.9,,,,,,,,
RUCHINDIMUL150FBA,1,RUCHINDIMUL150,24.99,18.99,,,,,,,,
RUCHINDIMUL180V1_FBA,1,RUCHINDIMUL180,29.99,19.99,,,,,,,,
RUCHINDIMUL200V1_FBA,1,RUCHINDIMUL200,24.99,18.99,,,,,,,,
RUCHINDIMUL240_FBA,1,RUCHINDIMUL240,49.99,34.99,,,,,,,,
RUCHINDIMUL901FBA,1,RUCHINDIMUL90,12.99,9.99,,,,,,,,
RUDAL120BLK_FBA,1,RUDAL120BLK,79.99,49.99,,,,,,,,
RUDAL120BRN_FBA,1,RUDAL120BRN,79.99,49.99,,,,,,,,
RUDAL120RED_FBA,1,RUDAL120RED,79.99,49.99,,,,,,,,
RUDAL150BLK_FBA,1,RUDAL150BLK,129.99,84.99,,,,,,,,
RUDAL150BRN_FBA,1,RUDAL150BRN,129.99,84.99,,,,,,,,
RUDAL150RED_FBA,1,RUDAL150RED,129.99,84.99,,,,,,,,
RUDAL90BLK_FBA,1,RUDAL90BLK,49.99,34.99,,,,,,,,
RUDAL90RED_FBA,1,RUDAL90RED,49.99,34.99,,,,,,,,
RUGDALBLAROU_FBA,1,RUGDALBLAROU,89.99,54.99,,,,,,,,
RUGDALBROROU_FBA,1,RUGDALBROROU,89.99,54.99,,,,,,,,
RUGDALCHOROU_FBA,1,RUGDALCHOROU,89.99,54.99,,,,,,,,
RUGDALREDROU_FBA,1,RUGDALREDROU,89.99,54.99,,,,,,,,
RUGDENBLK120_FBA,1,RUGDENBLK120,59.99,34.99,,,,,,,,
RUGDENBLK90_FBA,1,RUGDENBLK90,39.99,24.9,,,,,,,,
RUGDENBRO120.2_FBA,1,RUGDENBRO120,59.99,34.99,,,,,,,,
RUGDENBRO150.2_FBA,1,RUGDENBRO150,99.99,54.9,,,,,,,,
RUGDENBRO90.1_FBA,1,RUGDENBRO90,39.99,24.9,,,,,,,,
RUGINGLIBEI60_FBA,1,RUGINGLIBEI60,14.99,12.99,,,,,,,,
RUGINGLIBEI66_FBA,1,RUGINGLIBEI66,39.99,24.9,,,,,,,,
RUGINGLIBEI70_FBA,1,RUGINGLIBEI70,19.99,16.99,,,,,,,,
RUGINGLIBLU110_FBA,1,RUGINGLIBLU110,49.99,29.99,,,,,,,,
RUGINGLIBLU60_FBA,1,RUGINGLIBLU60,14.99,12.99,,,,,,,,
RUGINGLIBLU66_FBA,1,RUGINGLIBLU66,39.99,24.9,,,,,,,,
RUGINGLIBLU70_FBA,1,RUGINGLIBLU70,19.99,16.99,,,,,,,,
RUGINGLIM110_FBA,1,RUGINGLIM110,49.99,29.99,,,,,,,,
RUGINGLIM60_FBA,1,RUGINGLIM60,14.99,12.99,,,,,,,,
RUGINGLIM66_FBA,1,RUGINGLIM66,39.99,24.9,,,,,,,,
RUGINGLIM70_FBA,1,RUGINGLIM70,19.99,16.99,,,,,,,,
RUGINGORA60_FBA,1,RUGINGORA60,14.99,12.99,,,,,,,,
RUGINGORA66_FBA,1,RUGINGORA66,39.99,24.9,,,,,,,,
RUGINGPIN66_FBA,1,RUGINGPIN66,39.99,24.9,,,,,,,,
RUGINGPIN70_FBA,1,RUGINGPIN70,19.99,16.95,,,,,,,,
RUGINGYEL110_FBA,1,RUGINGYEL110,49.99,29.99,,,,,,,,
RUGINGYEL60_FBA,1,RUGINGYEL60,14.99,12.99,,,,,,,,
RUGINGYEL66_FBA,1,RUGINGYEL66,39.99,24.9,,,,,,,,
RUGINGYEL70_FBA,1,RUGINGYEL70,19.99,16.95,,,,,,,,
RUGMADNAT66201_FBA,1,RUGMADNAT66201,34.99,24.9,,,,,,,,
RUGWOOLRNDBLUE_FBA,1,COTRUGRNDBLU70,24.99,19.99,,,,,,,,
RUKILIMMULTI66_FBA,1,RUKILIMMULTI66,39.99,24.9,,,,,,,,
RUSOLCHENBLK45_FBA,1,RUSOLCHENBLK45,12.99,9.99,,,,,,,,
RUSOLCHENBLK60_FBA,1,RUSOLCHENBLK60,19.99,14.99,,,,,,,,
RUSOLCHENBLK90_FBA,1,RUSOLCHENBLK90,39.99,29.9,,,,,,,,
RUSOLCHENBLU110_FBA,1,RUSOLCHENBLU110,49.99,39.9,,,,,,,,
RUSOLCHENBLU45_FBA,1,RUSOLCHENBLU45,12.99,9.99,,,,,,,,
RUSOLCHENBLU66_FBA,1,RUSOLCHENBLU66,39.99,29.9,,,,,,,,
RUSOLCHENCER110_FBA,1,RUSOLCHENCER110,49.99,39.9,,,,,,,,
RUSOLCHENCER45_FBA,1,RUSOLCHENCER45,12.99,9.99,,,,,,,,
RUSOLCHENCER66_FBA,1,RUSOLCHENCER66,39.99,29.9,,,,,,,,
RUSOLCHENCHOC110_FBA,1,RUSOLCHENCHOC110,49.99,39.9,,,,,,,,
RUSOLCHENCHOC45_FBA,1,RUSOLCHENCHOC45,12.99,9.99,,,,,,,,
RUSOLCHENCHOC60_FBA,1,RUSOLCHENCHOC60,19.99,14.99,,,,,,,,
RUSOLCHENCHOC66_FBA,1,RUSOLCHENCHOC66,39.99,29.9,,,,,,,,
RUSOLCHENNAT110_FBA,1,RUSOLCHENNAT110,49.99,39.9,,,,,,,,
RUSOLCHENNAT45_FBA,1,RUSOLCHENNAT45,12.99,9.99,,,,,,,,
RUSOLCHENORA110_FBA,1,RUSOLCHENORA110,49.99,39.9,,,,,,,,
RUSOLCHENORA45_FBA,1,RUSOLCHENORA45,12.99,9.99,,,,,,,,
RUSOLCHENORA60_FBA,1,RUSOLCHENORA60,19.99,14.99,,,,,,,,
RUSOLCHENORA66_FBA,1,RUSOLCHENORA66,39.99,29.9,,,,,,,,
RUSOLCHENORA90_FBA,1,RUSOLCHENORA90,39.99,29.9,,,,,,,,
RUSOLCHENPUR110_FBA,1,RUSOLCHENPUR110,49.99,39.9,,,,,,,,
RUSOLCHENPUR45_FBA,1,RUSOLCHENPUR45,12.99,9.95,,,,,,,,
