amazon_sku,channel_id, linnworks_code,price_uk, sale_price_uk,,,,,,,,
200DEEPFITBLU- S_FBA,1,200DEEPFITBLU-S,29.99,23.99,,,,,,,,
200DEEPFITCHOC- D_FBA,1,200DEEPFITCHOC-D,34.99,27.99,,,,,,,,
200DEEPFITCHOC- K_FBA,1,200DEEPFITCHOC-K,39.99,31.99,,,,,,,,
200DEEPFITCHOC- S_FBA,1,200DEEPFITCHOC-S,29.99,23.99,,,,,,,,
200DEEPFITCRE- D_FBA,1,200DEEPFITCRE-D,34.99,27.99,,,,,,,,
200DEEPFITCRE- K_FBA,1,200DEEPFITCRE-K,39.99,31.99,,,,,,,,
200DEEPFITCRE- SK_FBA,1,200DEEPFITCRE-SK,49.99,34.99,,,,,,,,
200DEEPFITCRE- S_FBA,1,200DEEPFITCRE-S,29.99,23.99,,,,,,,,
200DEEPFITGRP-D_FBA,1,200DEEPFITGRP-D,34.99,27.99,,,,,,,,
200DEEPFITGRP-K_FBA,1,200DEEPFITGRP-K,39.99,31.99,,,,,,,,
200DEEPFITGRP-SK_FBA,1,200DEEPFITGRP-SK,49.99,34.99,,,,,,,,
200DEEPFITGRP-S_FBA,1,200DEEPFITGRP-S,29.99,23.99,,,,,,,,
200DEEPFITNAV-D_FBA,1,200DEEPFITNAV-D,34.99,27.99,,,,,,,,
200DEEPFITNAV-K_FBA,1,200DEEPFITNAV-K,39.99,31.99,,,,,,,,
200DEEPFITNAV-SK_FBA,1,200DEEPFITNAV-SK,49.99,34.99,,,,,,,,
200DEEPFITPINK- D_FBA,1,200DEEPFITPINK-D,34.99,27.99,,,,,,,,
200DEEPFITPINK- K_FBA,1,200DEEPFITPINK-K,39.99,31.99,,,,,,,,
200DEEPFITPINK- SK_FBA,1,200DEEPFITPINK-SK,49.99,34.99,,,,,,,,
200DEEPFITPINK- S_FBA,1,200DEEPFITPINK-S,29.99,23.99,,,,,,,,
200DEEPFITPLUM- D_FBA,1,200DEEPFITPLUM-D,34.99,27.99,,,,,,,,
200DEEPFITPLUM- K_FBA,1,200DEEPFITPLUM-K,39.99,31.99,,,,,,,,
200DEEPFITPLUM- SK_FBA,1,200DEEPFITPLUM-SK,49.99,34.99,,,,,,,,
200DEEPFITPLUM- S_FBA,1,200DEEPFITPLUM-S,29.99,23.99,,,,,,,,
200DEEPFITRED- D_FBA,1,200DEEPFITRED-D,34.99,27.99,,,,,,,,
200DEEPFITRED- K_FBA,1,200DEEPFITRED-K,39.99,31.99,,,,,,,,
200DEEPFITRED- SK_FBA,1,200DEEPFITRED-SK,49.99,34.99,,,,,,,,
200DEEPFITRED- S_FBA,1,200DEEPFITRED-S,29.99,23.99,,,,,,,,
200DEEPFITSGRYD_FBA,1,200DEEPFITSGRY-D,34.99,27.99,,,,,,,,
200DEEPFITSGRYSK_FBA,1,200DEEPFITSGRY-SK,49.99,34.99,,,,,,,,
200DEEPFITSGRYS_FBA,1,200DEEPFITSGRY-S,29.99,23.99,,,,,,,,
200DEEPFITTEAL- D_FBA,1,200DEEPFITTEAL-D,34.99,27.99,,,,,,,,
200DEEPFITTEAL- K_FBA,1,200DEEPFITTEAL-K,39.99,31.99,,,,,,,,
200DEEPFITTEAL- S_FBA,1,200DEEPFITTEAL-S,29.99,23.99,,,,,,,,
200DEEPFITTEAL-SK_FBA,1,200DEEPFITTEAL-SK,49.99,34.99,,,,,,,,
200DEEPFITWHT- D_FBA,1,200DEEPFITWHT-D,34.99,27.99,,,,,,,,
200DEEPFITWHT- K_FBA,1,200DEEPFITWHT-K,39.99,31.99,,,,,,,,
200DEEPFITWHT- S_FBA,1,200DEEPFITWHT-S,29.99,23.99,,,,,,,,
200DUCOVCREAMD_FBA,1,200DUCOVCREAMD,44.99,35.99,,,,,,,,
200DUCOVCREAMK_FBA,1,200DUCOVCREAMK,54.99,44.99,,,,,,,,
200DUCOVCREAMSK1_FBA,1,200DUCOVCREAMSK,69.99,54.99,,,,,,,,
200DUCOVCREAMS_FBA,1,200DUCOVCREAMS,34.99,27.99,,,,,,,,
200DUCOVWHTK_FBA,1,200DUCOVWHTK,54.99,44.99,,,,,,,,
200DUCOVWHTS1_FBA,1,200DUCOVWHTS,34.99,27.99,,,,,,,,
200DUCOVWHTSK_FBA,1,200DUCOVWHTSK,69.99,54.99,,,,,,,,
200DUVETBLK- K_FBA,1,200DUVETBLK-K,54.99,44.99,,,,,,,,
200DUVETBLK- SK_FBA,1,200DUVETBLK-SK,69.99,54.99,,,,,,,,
200DUVETBLK- S_FBA,1,200DUVETBLK-S,34.99,27.99,,,,,,,,
200DUVETBLU- D_FBA,1,200DUVETBLU-D,44.99,35.99,,,,,,,,
200DUVETBLU- K_FBA,1,200DUVETBLU-K,54.99,44.99,,,,,,,,
200DUVETBLU- SK_FBA,1,200DUVETBLU-SK,69.99,54.99,,,,,,,,
200DUVETCHOC- D_FBA,1,200DUVETCHOC-D,44.99,35.99,,,,,,,,
200DUVETCHOC- K_FBA,1,200DUVETCHOC-K,54.99,44.99,,,,,,,,
200DUVETCHOC- SK_FBA,1,200DUVETCHOC-SK,69.99,54.99,,,,,,,,
200DUVETCHOC- S_FBA,1,200DUVETCHOC-S,34.99,27.99,,,,,,,,
200DUVETPINK- D_FBA,1,200DUVETPINK-D,44.99,35.99,,,,,,,,
200DUVETPINK- K_FBA,1,200DUVETPINK-K,54.99,44.99,,,,,,,,
200DUVETPINK- SK_FBA,1,200DUVETPINK-SK,69.99,54.99,,,,,,,,
200DUVETPINK- S_FBA,1,200DUVETPINK-S,34.99,27.99,,,,,,,,
200DUVETPLUM- D_FBA,1,200DUVETPLUM-D,44.99,35.99,,,,,,,,
200DUVETPLUM- K_FBA,1,200DUVETPLUM-K,54.99,44.99,,,,,,,,
200DUVETPLUM- SK_FBA,1,200DUVETPLUM-SK,69.99,54.99,,,,,,,,
200DUVETPLUM- S_FBA,1,200DUVETPLUM-S,34.99,27.99,,,,,,,,
200DUVETRED- D_FBA,1,200DUVETRED-D,44.99,35.99,,,,,,,,
200DUVETRED- K_FBA,1,200DUVETRED-K,54.99,44.99,,,,,,,,
200DUVETRED- SK_FBA,1,200DUVETRED-SK,69.99,54.99,,,,,,,,
200DUVETRED- S_FBA,1,200DUVETRED-S,34.99,27.99,,,,,,,,
200DUVETTEAL- D_FBA,1,200DUVETTEAL-D,44.99,35.99,,,,,,,,
200DUVETTEAL- K_FBA,1,200DUVETTEAL-K,54.99,44.99,,,,,,,,
200DUVETTEAL- SK_FBA,1,200DUVETTEAL-SK,69.99,54.99,,,,,,,,
200DUVETTEAL- S_FBA,1,200DUVETTEAL-S,34.99,27.99,,,,,,,,
200DUVSETGRP-K_FBA,1,200DUVSETGRP-K,54.99,44.99,,,,,,,,
200DUVSETGRP-SK_FBA,1,200DUVSETGRP-SK,69.99,54.99,,,,,,,,
200DUVSETGRYD_FBA,1,200DUVSETSGRY-D,44.99,35.99,,,,,,,,
200DUVSETNAV-D_FBA,1,200DUVSETNAV-D,44.99,35.99,,,,,,,,
200DUVSETNAV-SK_FBA,1,200DUVSETNAV-SK,69.99,54.99,,,,,,,,
200DUVSETNAV-S_FBA,1,200DUVSETNAV-S,34.99,27.99,,,,,,,,
200DUVSETSGRYK_FBA,1,200DUVSETSGRY-K,54.99,44.99,,,,,,,,
200DUVSETSGRYSK_FBA,1,200DUVSETSGRY-SK,69.99,54.99,,,,,,,,
200DUVSETSGRYS_FBA,1,200DUVSETSGRY-S,34.99,27.99,,,,,,,,
200FITCREAMD_FBA,1,200FITCREAMD,28.99,23.99,,,,,,,,
200FITCREAMK_FBA,1,200FITCREAMK,32.99,24.99,,,,,,,,
200FITCREAMSK_FBA,1,200FITCREAMSK,39.99,29.99,,,,,,,,
200FITCREAMS_FBA,1,200FITCREAMS,22.99,17.99,,,,,,,,
200FITTED TEAL- S_FBA,1,200FITTEDTEAL-S,22.99,17.99,,,,,,,,
200FITTEDBLK- D_FBA,1,200FITTEDBLK-D,28.99,23.99,,,,,,,,
200FITTEDBLK- K_FBA,1,200FITTEDBLK-K,32.99,24.99,,,,,,,,
200FITTEDBLK- SK_FBA,1,200FITTEDBLK-SK,39.99,29.99,,,,,,,,
200FITTEDBLK- S_FBA,1,200FITTEDBLK-S,22.99,17.99,,,,,,,,
200FITTEDBLKSD_FBA,1,200FITTEDBLKSD,27.99,21.99,,,,,,,,
200FITTEDBLU- D_FBA,1,200FITTEDBLU-D,28.99,23.99,,,,,,,,
200FITTEDBLU- K_FBA,1,200FITTEDBLU-K,32.99,24.99,,,,,,,,
200FITTEDBLU- SK_FBA,1,200FITTEDBLU-SK,39.99,29.99,,,,,,,,
200FITTEDBLU- S_FBA,1,200FITTEDBLU-S,22.99,17.99,,,,,,,,
200FITTEDBLUSD_FBA,1,200FITTEDBLUSD,27.99,21.99,,,,,,,,
200FITTEDCHOC- D_FBA,1,200FITTEDCHOC-D,28.99,23.99,,,,,,,,
200FITTEDCHOC- K_FBA,1,200FITTEDCHOC-K,32.99,24.99,,,,,,,,
200FITTEDCHOC- SK_FBA,1,200FITTEDCHOC-SK,39.99,29.99,,,,,,,,
200FITTEDCHOC- S_FBA,1,200FITTEDCHOC-S,22.99,17.99,,,,,,,,
200FITTEDCHOCSD_FBA,1,200FITTEDCHOCSD,27.99,21.99,,,,,,,,
200FITTEDGRP-K_FBA,1,200FITTEDGRP-K,32.99,24.99,,,,,,,,
200FITTEDGRP-SD_FBA,1,200FITTEDGRP-SD,27.99,21.99,,,,,,,,
200FITTEDGRP-SK_FBA,1,200FITTEDGRP-SK,39.99,29.99,,,,,,,,
200FITTEDGRP-S_FBA,1,200FITTEDGRP-S,22.99,17.99,,,,,,,,
200FITTEDNAV-D_FBA,1,200FITTEDNAV-D,28.99,23.99,,,,,,,,
200FITTEDNAV-K_FBA,1,200FITTEDNAV-K,32.99,24.99,,,,,,,,
200FITTEDNAV-SD_FBA,1,200FITTEDNAV-SD,27.99,21.99,,,,,,,,
200FITTEDNAV-SK_FBA,1,200FITTEDNAV-SK,39.99,29.99,,,,,,,,
200FITTEDNAV-S_FBA,1,200FITTEDNAV-S,22.99,17.99,,,,,,,,
200FITTEDPINK- D_FBA,1,200FITTEDPINK-D,28.99,23.99,,,,,,,,
200FITTEDPINK- K_FBA,1,200FITTEDPINK-K,32.99,24.99,,,,,,,,
200FITTEDPINK- SK_FBA,1,200FITTEDPINK-SK,39.99,29.99,,,,,,,,
200FITTEDPINK- S_FBA,1,200FITTEDPINK-S,22.99,17.99,,,,,,,,
200FITTEDPINKSD_FBA,1,200FITTEDPINKSD,27.99,21.99,,,,,,,,
200FITTEDPLUM- D_FBA,1,200FITTEDPLUM-D,28.99,23.99,,,,,,,,
200FITTEDPLUM- K_FBA,1,200FITTEDPLUM-K,32.99,24.99,,,,,,,,
200FITTEDPLUM- SK_FBA,1,200FITTEDPLUM-SK,39.99,29.99,,,,,,,,
200FITTEDPLUM- S_FBA,1,200FITTEDPLUM-S,22.99,17.99,,,,,,,,
200FITTEDPLUMSD_FBA,1,200FITTEDPLUMSD,27.99,21.99,,,,,,,,
200FITTEDRED- K_FBA,1,200FITTEDRED-K,32.99,24.99,,,,,,,,
200FITTEDRED- SK_FBA,1,200FITTEDRED-SK,39.99,29.99,,,,,,,,
200FITTEDRED- S_FBA,1,200FITTEDRED-S,22.99,17.99,,,,,,,,
200FITTEDREDSD_FBA,1,200FITTEDREDSD,27.99,21.99,,,,,,,,
200FITTEDSGRYD_FBA,1,200FITTEDSGRY-D,28.99,23.99,,,,,,,,
200FITTEDSGRYSD_FBA,1,200FITTEDSGRY-SD,27.99,21.99,,,,,,,,
200FITTEDSGRYSK_FBA,1,200FITTEDSGRY-SK,39.99,29.99,,,,,,,,
200FITTEDSGRYS_FBA,1,200FITTEDSGRY-S,22.99,17.99,,,,,,,,
200FITTEDTEAL- D_FBA,1,200FITTEDTEAL-D,28.99,23.99,,,,,,,,
200FITTEDTEAL- K_FBA,1,200FITTEDTEAL-K,32.99,24.99,,,,,,,,
200FITTEDTEAL- SK_FBA,1,200FITTEDTEAL-SK,39.99,29.99,,,,,,,,
200FITTEDTEALSD_FBA,1,200FITTEDTEALSD,27.99,21.99,,,,,,,,
200FITWHTD_FBA,1,200FITWHTD,28.99,23.99,,,,,,,,
200FITWHTK_FBA,1,200FITWHTK,32.99,24.99,,,,,,,,
200FITWHTSD_FBA,1,200FITWHTSD,27.99,21.99,,,,,,,,
200FITWHTSK_FBA,1,200FITWHTSK,39.99,29.99,,,,,,,,
200FITWHTS_FBA,1,200FITWHTS,22.99,17.99,,,,,,,,
200FLATBLK- D_FBA,1,200FLATBLK-D,31.99,24.99,,,,,,,,
200FLATBLK- K_FBA,1,200FLATBLK-K,34.99,29.99,,,,,,,,
200FLATBLK- SK_FBA,1,200FLATBLK-SK,44.99,34.99,,,,,,,,
200FLATBLK- S_FBA,1,200FLATBLK-S,27.99,19.99,,,,,,,,
200FLATBLU- D_FBA,1,200FLATBLU-D,31.99,24.99,,,,,,,,
200FLATBLU- K_FBA,1,200FLATBLU-K,34.99,29.99,,,,,,,,
200FLATBLU- SK_FBA,1,200FLATBLU-SK,44.99,34.99,,,,,,,,
200FLATBLU- S_FBA,1,200FLATBLU-S,27.99,19.99,,,,,,,,
200FLATCHOC- D_FBA,1,200FLATCHOC-D,31.99,24.99,,,,,,,,
200FLATCHOC- K_FBA,1,200FLATCHOC-K,34.99,29.99,,,,,,,,
200FLATCHOC- SK_FBA,1,200FLATCHOC-SK,44.99,34.99,,,,,,,,
200FLATCHOC- S_FBA,1,200FLATCHOC-S,27.99,19.99,,,,,,,,
200FLATCREAMD_FBA,1,200FLATCREAMD,31.99,24.99,,,,,,,,
200FLATCREAMK_FBA,1,200FLATCREAMK,34.99,29.99,,,,,,,,
200FLATCREAMSK_FBA,1,200FLATCREAMSK,44.99,34.99,,,,,,,,
200FLATCREAMS_FBA,1,200FLATCREAMS,27.99,19.99,,,,,,,,
200FLATGRP-D_FBA,1,200FLATGRP-D,31.99,24.99,,,,,,,,
200FLATGRP-K_FBA,1,200FLATGRP-K,34.99,29.99,,,,,,,,
200FLATGRP-SK_FBA,1,200FLATGRP-SK,44.99,34.99,,,,,,,,
200FLATNAV-D_FBA,1,200FLATNAV-D,31.99,24.99,,,,,,,,
200FLATNAV-K_FBA,1,200FLATNAV-K,34.99,29.99,,,,,,,,
200FLATNAV-SK_FBA,1,200FLATNAV-SK,44.99,34.99,,,,,,,,
200FLATPINK- D_FBA,1,200FLATPINK-D,31.99,24.99,,,,,,,,
200FLATPINK- K_FBA,1,200FLATPINK-K,34.99,29.99,,,,,,,,
200FLATPINK- SK_FBA,1,200FLATPINK-SK,44.99,34.99,,,,,,,,
200FLATPINK- S_FBA,1,200FLATPINK-S,19.99,19.99,,,,,,,,
200FLATPLUM- D_FBA,1,200FLATPLUM-D,31.99,24.99,,,,,,,,
200FLATPLUM- K_FBA,1,200FLATPLUM-K,34.99,29.99,,,,,,,,
200FLATPLUM- SK_FBA,1,200FLATPLUM-SK,44.99,34.99,,,,,,,,
200FLATPLUM- S_FBA,1,200FLATPLUM-S,27.99,19.99,,,,,,,,
200FLATRED- D_FBA,1,200FLATRED-D,31.99,24.99,,,,,,,,
200FLATRED- K_FBA,1,200FLATRED-K,34.99,29.99,,,,,,,,
200FLATRED- SK_FBA,1,200FLATRED-SK,44.99,34.99,,,,,,,,
200FLATRED- S_FBA,1,200FLATRED-S,27.99,19.99,,,,,,,,
200FLATSGRYD_FBA,1,200FLATSGRY-D,31.99,24.99,,,,,,,,
200FLATSGRYK_FBA,1,200FLATSGRY-K,34.99,29.99,,,,,,,,
200FLATSGRYSK_FBA,1,200FLATSGRY-SK,44.99,34.99,,,,,,,,
200FLATSGRYS_FBA,1,200FLATSGRY-S,27.99,19.99,,,,,,,,
200FLATTEAL- D_FBA,1,200FLATTEAL-D,31.99,24.99,,,,,,,,
200FLATTEAL- K_FBA,1,200FLATTEAL-K,34.99,29.99,,,,,,,,
200FLATTEAL- SK_FBA,1,200FLATTEAL-SK,44.99,34.99,,,,,,,,
200FLATTEAL- S_FBA,1,200FLATTEAL-S,27.99,19.99,,,,,,,,
200FLATWHTD_FBA,1,200FLATWHTD,31.99,24.99,,,,,,,,
200FLATWHTK_FBA,1,200FLATWHTK,34.99,29.99,,,,,,,,
200FLATWHTSK_FBA,1,200FLATWHTSK,44.99,34.99,,,,,,,,
200FLATWHTS_FBA,1,200FLATWHTS,27.99,19.99,,,,,,,,
200HOUSEBLK_FBA,1,200HOUSEBLK,6.99,6.99,,,,,,,,
200HOUSEBLU_FBA,1,200HOUSEBLU,6.99,6.99,,,,,,,,
200HOUSECHOC_FBA,1,200HOUSECHOC,6.99,6.99,,,,,,,,
200HOUSEGRP_FBA,1,200HOUSEGRP,6.99,6.99,,,,,,,,
200HOUSEKNAV_FBA,1,200HOUSEKNAV,8.99,8.99,,,,,,,,
200HOUSEKSGRY_FBA,1,200HOUSEKSGRY,8.99,8.99,,,,,,,,
200HOUSENAV_FBA,1,200HOUSENAV,6.99,6.99,,,,,,,,
200HOUSEPINK_FBA,1,200HOUSEPINK,6.99,6.99,,,,,,,,
200HOUSEPLUM_FBA,1,200HOUSEPLUM,6.99,6.99,,,,,,,,
200HOUSERED_FBA,1,200HOUSERED,6.99,6.99,,,,,,,,
200HOUSESGRY_FBA,1,200HOUSESGRY,6.99,6.99,,,,,,,,
200HOUSETEAL_FBA,1,200HOUSETEAL,6.99,6.99,,,,,,,,
200OXFORDBLK_FBA,1,200OXFORDBLK,8.99,8.99,,,,,,,,
200OXFORDBLU_FBA,1,200OXFORDBLU,8.99,8.99,,,,,,,,
200OXFORDCHOC_FBA,1,200OXFORDCHOC,8.99,8.99,,,,,,,,
200OXFORDGRP_FBA,1,200OXFORDGRP,8.99,8.99,,,,,,,,
200OXFORDGRY_FBA,1,200OXFORDSGRY,8.99,8.99,,,,,,,,
200OXFORDKGRP_FBA,1,200OXFORDKGRP,10.99,10.99,,,,,,,,
200OXFORDKNAV_FBA,1,200OXFORDKNAV,10.99,10.99,,,,,,,,
200OXFORDNAV_FBA,1,200OXFORDNAV,8.99,8.99,,,,,,,,
200OXFORDPINK_FBA,1,200OXFORDPINK,8.99,8.99,,,,,,,,
200OXFORDPLUM_FBA,1,200OXFORDPLUM,8.99,8.99,,,,,,,,
200OXFORDTEAL-FBA-UK,1,200OXFORDTEAL,,8.99,,,,,,,,
200OXFORDTEAL_FBA,1,200OXFORDTEAL,8.99,8.99,,,,,,,,
200PIHOUSECREAM_FBA,1,200PIHOUSECREAM,6.99,6.99,,,,,,,,
200PIHOUSEW_FBA,1,200PIHOUSEW,6.99,6.99,,,,,,,,
200PIOXFORDCREAM_FBA,1,200PIOXFORDCREAM,8.99,8.99,,,,,,,,
200PIOXFORDW_FBA,1,200PIOXFORDW,8.99,8.99,,,,,,,,
200VCASEBLK_FBA,1,200VCASEBLK,9.99,9.99,,,,,,,,
200VCASEBLUV_FBA,1,200VCASEBLU,9.99,9.99,,,,,,,,
200VCASECHOV_FBA,1,200VCASECHO,9.99,9.99,,,,,,,,
200VCASECREV_FBA,1,200VCASECRE,9.99,9.99,,,,,,,,
200VCASEGRP_FBA,1,200VCASEGRP,9.99,9.99,,,,,,,,
200VCASENAV_FBA,1,200VCASENAV,9.99,9.99,,,,,,,,
200VCASEPLUV_FBA,1,200VCASEPLU,9.99,9.99,,,,,,,,
200VCASEPNKV_FBA,1,200VCASEPNK,9.99,9.99,,,,,,,,
200VCASEREDV_FBA,1,200VCASERED,9.99,9.99,,,,,,,,
200VCASEWHTV_FBA,1,200VCASEWHT,9.99,9.99,,,,,,,,
200bdycasecrm_FBA,1,200BDYCASECRM,11.99,9.99,,,,,,,,
200bdycasewht_FBA,1,200BDYCASEWHT,11.99,9.99,,,,,,,,
200kshwcasecrm_FBA,1,200KSHWCASECRM,11.99,8.99,,,,,,,,
200ksoxcasecrm_FBA,1,200KSOXCASECRM,12.99,10.99,,,,,,,,
330BODYBLACK_FBA,1,330BODYBLACK,14.99,11.99,,,,,,,,
330BODYBLU_FBA,1,330BODYBLU,14.99,11.99,,,,,,,,
330BODYCRE_FBA,1,330BODYCRE,14.99,11.99,,,,,,,,
330BODYPINK_FBA,1,330BODYPINK,14.99,11.99,,,,,,,,
330BODYSAGE_FBA,1,330BODYSAGE,14.99,11.99,,,,,,,,
330BODYTAUPE_FBA,1,330BODYTAUPE,14.99,11.99,,,,,,,,
330BODYVIOLET_FBA,1,330BODYVIOLET,14.99,11.99,,,,,,,,
330BODYWHT-FBA-UK,1,330BODYWHT,,11.99,,,,,,,,
330BODYWHT_FBA,1,330BODYWHT,14.99,11.99,,,,,,,,
330DUVETSETBLK155200_FBA,1,330DUVETSETBLK155200,49.99,44.99,,,,,,,,
330DUVETSETBLK155220_FBA,1,330DUVETSETBLK155220,59.99,49.99,,,,,,,,
330DUVETSETBLK240220_FBA,1,330DUVETSETBLK240220,89.99,79.99,,,,,,,,
330DUVETSETBLU155200_FBA,1,330DUVETSETBLU155200,49.99,44.99,,,,,,,,
330DUVETSETBLU155220_FBA,1,330DUVETSETBLU155220,59.99,49.99,,,,,,,,
330DUVETSETBLU240220_FBA,1,330DUVETSETBLU240220,89.99,79.99,,,,,,,,
330DUVETSETCRE155200_FBA,1,330DUVETSETCRE155200,49.99,44.99,,,,,,,,
330DUVETSETCRE155220_FBA,1,330DUVETSETCRE155220,59.99,49.99,,,,,,,,
330DUVETSETCRE240220_FBA,1,330DUVETSETCRE240220,89.99,79.99,,,,,,,,
330DUVETSETPINK155200_FBA,1,330DUVETSETPINK155200,49.99,44.99,,,,,,,,
330DUVETSETPINK155220_FBA,1,330DUVETSETPINK155220,59.99,49.99,,,,,,,,
330DUVETSETPINK240220_FBA,1,330DUVETSETPINK240220,89.99,79.99,,,,,,,,
330DUVETSETSAGE155200_FBA,1,330DUVETSETSAGE155200,49.99,44.99,,,,,,,,
330DUVETSETSAGE155220_FBA,1,330DUVETSETSAGE155220,59.99,49.99,,,,,,,,
330DUVETSETSAGE240220_FBA,1,330DUVETSETSAGE240220,89.99,79.99,,,,,,,,
330DUVETSETTAUPE155200_FBA,1,330DUVETSETTAUPE155200,49.99,44.99,,,,,,,,
330DUVETSETTAUPE155220_FBA,1,330DUVETSETTAUPE155220,59.99,49.99,,,,,,,,
330DUVETSETTAUPE240220_FBA,1,330DUVETSETTAUPE240220,89.99,79.99,,,,,,,,
330DUVETSETVIOLET155200_FBA,1,330DUVETSETVIOLET155200,49.99,44.99,,,,,,,,
330DUVETSETVIOLET155220_FBA,1,330DUVETSETVIOLET155220,59.99,49.99,,,,,,,,
330DUVETSETVIOLET240220_FBA,1,330DUVETSETVIOLET240220,89.99,79.99,,,,,,,,
330DUVETSETWHT155200_FBA,1,330DUVETSETWHT155200,49.99,44.99,,,,,,,,
330DUVETSETWHT155220_FBA,1,330DUVETSETWHT155220,59.99,49.99,,,,,,,,
330DUVSETBLACKD_FBA,1,330DUVSETBLACKD,49.99,47.99,,,,,,,,
330DUVSETBLACKSK_FBA,1,330DUVSETBLACKSK,79.99,64.99,,,,,,,,
330DUVSETBLACKS_FBA,1,330DUVSETBLACKS,39.99,32.99,,,,,,,,
330DUVSETBLUD_FBA,1,330DUVSETBLUD,49.99,47.99,,,,,,,,
330DUVSETBLUKV_FBA,1,330DUVSETBLUK,59.99,52.99,,,,,,,,
330DUVSETBLUSKV_FBA,1,330DUVSETBLUSK,79.99,64.99,,,,,,,,
330DUVSETBLUSV_FBA,1,330DUVSETBLUS,39.99,32.99,,,,,,,,
330DUVSETCRED_FBA,1,330DUVSETCRED,49.99,47.99,,,,,,,,
330DUVSETCREK_FBA,1,330DUVSETCREK,59.99,52.99,,,,,,,,
330DUVSETCRESK_FBA,1,330DUVSETCRESK,79.99,64.99,,,,,,,,
330DUVSETCRES_FBA,1,330DUVSETCRES,39.99,32.99,,,,,,,,
330DUVSETPINKD_FBA,1,330DUVSETPINKD,49.99,47.99,,,,,,,,
330DUVSETPINKK_FBA,1,330DUVSETPINKK,59.99,52.99,,,,,,,,
330DUVSETPINKSK_FBA,1,330DUVSETPINKSK,79.99,64.99,,,,,,,,
330DUVSETPINKS_FBA,1,330DUVSETPINKS,39.99,32.99,,,,,,,,
330DUVSETSAGED_FBA,1,330DUVSETSAGED,49.99,47.99,,,,,,,,
330DUVSETSAGEKV_FBA,1,330DUVSETSAGEK,59.99,52.99,,,,,,,,
330DUVSETSAGESKV_FBA,1,330DUVSETSAGESK,79.99,64.99,,,,,,,,
330DUVSETSAGESV_FBA,1,330DUVSETSAGES,39.99,32.99,,,,,,,,
330DUVSETTAUPEDV_FBA,1,330DUVSETTAUPED,49.99,47.99,,,,,,,,
330DUVSETTAUPEKV_FBA,1,330DUVSETTAUPEK,59.99,52.99,,,,,,,,
330DUVSETTAUPESV_FBA,1,330DUVSETTAUPES,39.99,32.99,,,,,,,,
330DUVSETVIOLETD_FBA,1,330DUVSETVIOLETD,49.99,47.99,,,,,,,,
330DUVSETVIOLETK_FBA,1,330DUVSETVIOLETK,59.99,52.99,,,,,,,,
330DUVSETVIOLETSK_FBA,1,330DUVSETVIOLETSK,79.99,64.99,,,,,,,,
330DUVSETVIOLETS_FBA,1,330DUVSETVIOLETS,39.99,32.99,,,,,,,,
330DUVSETWHTDV_FBA,1,330DUVSETWHTD,49.99,47.99,,,,,,,,
330DUVSETWHTK_FBA,1,330DUVSETWHTK,59.99,52.99,,,,,,,,
330DUVSETWHTSV_FBA,1,330DUVSETWHTS,39.99,32.99,,,,,,,,
330FITTEDBLACKD_FBA,1,330FITTEDBLACKD,29.99,26.99,,,,,,,,
330FITTEDBLACKK_FBA,1,330FITTEDBLACKK,36.99,29.99,,,,,,,,
330FITTEDBLACKS_FBA,1,330FITTEDBLACKS,24.99,20.99,,,,,,,,
330FITTEDBLUD_FBA,1,330FITTEDBLUD,29.99,26.99,,,,,,,,
330FITTEDBLUKV_FBA,1,330FITTEDBLUK,36.99,29.99,,,,,,,,
330FITTEDBLUSD_FBA,1,330FITTEDBLUSD,28.99,24.99,,,,,,,,
330FITTEDBLUSKV_FBA,1,330FITTEDBLUSK,44.99,33.99,,,,,,,,
330FITTEDBLUS_FBA,1,330FITTEDBLUS,24.99,20.99,,,,,,,,
330FITTEDCRED_FBA,1,330FITTEDCRED,29.99,26.99,,,,,,,,
330FITTEDCREK_FBA,1,330FITTEDCREK,36.99,29.99,,,,,,,,
330FITTEDCRESDV_FBA,1,330FITTEDCRESD,28.99,24.99,,,,,,,,
330FITTEDCRESKV_FBA,1,330FITTEDCRESK,44.99,33.99,,,,,,,,
330FITTEDCRESV_FBA,1,330FITTEDCRES,24.99,20.99,,,,,,,,
330FITTEDPINKD_FBA,1,330FITTEDPINKD,29.99,26.99,,,,,,,,
330FITTEDPINKK_FBA,1,330FITTEDPINKK,36.99,29.99,,,,,,,,
330FITTEDPINKSDV_FBA,1,330FITTEDPINKSD,28.99,24.99,,,,,,,,
330FITTEDPINKSKV_FBA,1,330FITTEDPINKSK,44.99,33.99,,,,,,,,
330FITTEDPINKS_FBA,1,330FITTEDPINKS,24.99,20.99,,,,,,,,
330FITTEDSAGEDV_FBA,1,330FITTEDSAGED,29.99,26.99,,,,,,,,
330FITTEDSAGEKV_FBA,1,330FITTEDSAGEK,36.99,29.99,,,,,,,,
330FITTEDSAGESDV_FBA,1,330FITTEDSAGESD,28.99,24.99,,,,,,,,
330FITTEDSAGESKV_FBA,1,330FITTEDSAGESK,44.99,33.99,,,,,,,,
330FITTEDSAGES_FBA,1,330FITTEDSAGES,24.99,20.99,,,,,,,,
330FITTEDTAUPEDV_FBA,1,330FITTEDTAUPED,29.99,26.99,,,,,,,,
